"Id"	"Accession"	"Gene_name"	"Identification_type_36"	"Identification_type_38"	"Identification_type_40"	"Identification_type_61"	"Identification_type_63"	"Identification_type_65"	"Specific_peptides"	"Intensity_36"	"Intensity_38"	"Intensity_40"	"Intensity_61"	"Intensity_63"	"Intensity_65"
6704	"PRPD_YEAST"	"PDH1"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	9	1351290.38	1512363.88	1377314.75	1395771.25	1406790.5	1436134
6840	"ARO9_YEAST"	"ARO9"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	54	3015243.25	2771567.5	2680210.75	3740967	3750996.25	3698393.5
6707	"SDS22_YEAST"	"SDS22"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	12	2501092	2473335.25	2722826.5	3006503.75	2314436.5	2757361.25
6674	"RS2_YEAST"	"RPS2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	73	24167656	24017868	23769328	29204624	30042648	27826974
6747	"NEW1_YEAST"	"NEW1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	30	2611319.75	2659896.75	2680698.25	3081802.25	3180228	3419923.5
6032	"PRS6A_YEAST"	"RPT5"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	16	2049573.12	1940137.38	1815375.5	2065039	1757311.88	1916761.38
6598	"MAS5_YEAST"	"YDJ1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	32	2832849	3301191.75	691958.88	6410310	6386199	5962381.5
6642	"GPDM_YEAST"	"GUT2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	4088499	4141849.25	4032513.5	5102340.5	4761774	4360896.5
6744	"RET4_HUMAN"	"RBP4"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	20	825225.25	173046.52	715542.5	9684968	10135946	10344975
6213	"BBC1_YEAST"	"BBC1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	41	2377317.25	2324985.25	2839589.5	3092556.5	3618845	3454534.75
6854	"COX4_YEAST"	"COX4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	25	4035279.75	4092330.25	4239724	5050397.5	4870778.5	5231785
6266	"APE3_YEAST"	"APE3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	114	4369217	4387336	4086942.5	5648110.5	5090372	5255601
6839	"COPE_YEAST"	"SEC28"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	17	1046748.69	1180631.5	995721.31	1395384.62	1357756.5	1194218.88
6311	"TBB_YEAST"	"TUB2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	60	4679624	4563976.5	4479749	5035947.5	4978535.5	5142531.5
6357	"LYSC_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	24	1880592.62	1662366.5	1803049.12	20602286	19880162	20001626
6185	"H2A1_YEAST"	"HTA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	76	13698497	15037251	13829516	18610040	19329046	19021878
6752	"MAM33_YEAST"	"MAM33"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	7	2741242.5	2720547	2337167.75	2959407.25	2921176.25	2739541.5
6214	"MKT1_YEAST"	"MKT1"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	15	1251027.12	1545596.88	1230540	1566143.75	1551199.25	1500993.25
5981	"RS27A_HUMAN"	"RPS27A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	9	343176.25	327284.44	447967.94	4162289.25	4156352	3861139.5
6242	"EIF3G_YEAS7"	"TIF35"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	12	1628805	1650385.88	1732889.25	2073555.75	1830662.88	2057196.5
6147	"VTC3_YEAST"	"VTC3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	26	2187655.5	2099971	1988882.38	2788107.75	2655743.25	2588165.25
6108	"SUB2_YEAS7"	"SUB2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	47	4182958	4572703	4513036	4770886	5068999	4221368.5
6563	"VPH1_YEAST"	"VPH1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19	1698382.75	1702453.38	1801242.38	1787993.62	1709665.75	2099916.25
6401	"KGUA_YEAST"	"GUK1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	28	6629570.5	6042390	6312630.5	8437474	8215776	7674057.5
6730	"SYMC_YEAST"	"MES1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	28	2636421	2694596	2782707	3699254	3399482.75	3052601.25
6489	"NQO1_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	62	1255726.88	1639653	1408568.88	19494324	18577668	19052054
6621	"SODC_HUMAN_UPS"	NA	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	23	1353868.88	1313466	994520.31	13197685	12615889	12687281
6686	"RL32_YEAST"	"RPL32"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	93	16167154	15443531	15552224	19003640	19225988	19323664
6327	"RL24A_YEAST"	"RPL24A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	90	17603830	16793780	17506566	27365916	27105268	29094280
6333	"IF1A_YEAST"	"TIF11"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	56	1847714.38	2123041.75	1836260.88	2445416.75	2586420.5	2480922.75
6780	"RL22A_YEAST"	"RPL22A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	10	3449814.75	3373375.75	3359848	3461860	2836958	3034008
6783	"RIB4_YEAST"	"RIB4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	68	8796178	8624961	8729488	12596165	13628096	13182949
6428	"IDHH_YEAST"	"IDP3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2	513339.81	516755.16	442956.47	680893.38	666388.19	592198.31
6742	"CO5_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	11	268882.72	312487.97	548801.94	11373986	12147464	12469786
6020	"GPP2_YEAST"	"HOR2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1	165808.59	219187.94	211703.94	213059.17	285747.97	NA
6626	"AAP1_YEAST"	"AAP1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	9	2169307.25	2330425.25	1953352.38	2248724.25	2390884	2209807.5
6420	"PBP1_YEAST"	"PBP1"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	4	936797.69	875666.38	789262.88	948603.06	886167.75	793080.56
6852	"AROC_YEAST"	"ARO2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	52	4147154.25	4860929.5	4696444	5601221.5	5156254	5237248.5
6855	"CAP_YEAST"	"SRV2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	26	4371502.5	4207916	3941331.25	4619502.5	4517119	4438675.5
6211	"PP2B2_YEAST"	"CMP2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	10	605643.81	506234.16	671348.94	742692.62	707748.75	718792.31
6028	"GSHR_YEAST"	"GLR1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	30	2275236.75	2097944.75	2309661	2142850	2368459.75	2332398.5
6524	"SEC17_YEAST"	"SEC17"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	13	837107.62	831613.88	898776.12	804241.69	887517.19	889780.31
6682	"RL21A_YEAST"	"RPL21A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	20	21260880	20201260	20134598	26570976	25399764	26622378
6693	"OM45_YEAST"	"OM45"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33	2760461.25	2878472.75	3145487.75	4067945.75	4288329.5	3933158.75
6137	"DED1_YEAS7"	"DED1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	24	2686077.25	3036791	2636011	2920564.5	2593717.75	2873492.25
6345	"H4_YEAST"	"HHF1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	54	10923720	11532012	10752798	16060994	14851920	14493121
6816	"TMA17_YEAST"	"TMA17"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	17	2656699.25	2308855	2348564.75	3208914.75	3241107	2665717.75
6774	"SDO1L_YEAST"	"RTC3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	48	3017194.5	2946874.75	2853073.75	3686032	3574254.75	3497464
6461	"ACBP_YEAST"	"ACB1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	75	16773873	17220726	16191462	19495098	19200810	18785568
6307	"ARO1_YEAS1"	"ARO1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	21	2204905.75	2303999	2578791	2498880.25	2344804	2515249.75
6061	"RS22B_YEAST"	"RPS22B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1	975091.75	1045091.5	952826.5	1778899.88	1946378.12	2201781.75
6062	"RS22A_YEAST"	"RPS22A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	1	975091.75	1045091.5	952826.5	1778899.88	1946378.12	2201781.75
6227	"ECM33_YEAS2"	"ECM33"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33	4328130.5	4227230	4276033.5	4952783.5	5064138.5	4784355.5
6764	"MRP8_YEAST"	"MRP8"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	37	5274855	4937632.5	5303388	6298931.5	5960816	6000606
6268	"PSA5_YEAST"	"PUP2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19	1681318.62	1761222	1990073.62	2500608.5	2430956	2391369
6538	"EIF3I_YEAS7"	"TIF34"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	17	6243247	8087748	7590243	6573934.5	6240661	7014048.5
6770	"HMF1_YEAST"	"HMF1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	5815941	5704804.5	6035028.5	6076760	6047670	6177539.5
6796	"AROF_YEAST"	"ARO3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	43	3569332.75	3563592	3264254.75	4115348.25	3619178.5	3952422.5
6473	"PPID_YEAST"	"CPR6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	35	6771762.5	6547793	6606135.5	8134933	9737752	9345952
6092	"GST1_YEAST"	"GTT1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	24	2395896.25	2275349.5	2200278	2674508	2697437.75	2581241
6210	"PRTB_YEAST"	"PRB1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	52	12346093	11690809	12407700	12648303	13193113	12591648
6066	"DENR_YEAS7"	"TMA22"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By matching"	6	497424.56	582693.62	474842.22	514942.19	436245.34	374957.41
6622	"CDC37_YEAST"	"CDC37"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	32	2174276.5	2362414.75	2449502	2689581	2706072.25	2286988
6678	"COPG_YEAST"	"SEC21"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	18	5706092	6696062	5569355	9347822	8000119.5	7974812
6801	"H3_YEAST"	"HHT1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	65	7042565.5	7375088	7391826	8916424	8970933	8982244
6018	"NACB1_YEAS7"	"EGD1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	13	3483522.5	3520210.5	3504060.75	3931765	3519320.75	3346210
6199	"IF4E_YEAST"	"CDC33"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	45	3909098.25	4297449.5	4189633	4881600.5	4393591.5	5078300.5
6787	"RPN3_YEAST"	"RPN3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	12	1073557.38	1121149.25	1382435.88	1945680.38	1593879.38	1454842.5
6580	"RIM1_YEAST"	"RIM1"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	4	1105671.12	993947.88	1104903.75	1432956.75	1901154	1814440.88
6818	"DPM1_YEAST"	"DPM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	101	4731789.5	3893544.25	4180282.75	5031862	4439451.5	4390655.5
6365	"RS28A_YEAST"	"RPS28A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	34	13057935	13220481	12824101	14390528	13896439	13084868
6608	"AHA1_YEAST"	"AHA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	59	2673622.5	2512864.75	2707421	3222156.5	2901312	2993880.75
6425	"IDI1_YEAST"	"IDI1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	20	5027781.5	4897865	5061027.5	5218516.5	5834299	5219145
6039	"APT1_YEAST"	"APT1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	35	3002270.5	3080832	3134583.75	3819392.75	3655391.5	3457311
6736	"COPA_YEAST"	"COP1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	50	2522024	2944602.25	2957568.5	3204388	3362797.75	3496779
6218	"QCR7_YEAST"	"QCR7"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	2690880.25	2431796	2533241.5	2519572.25	2979806.75	2338626.25
6340	"MASZ_YEAST"	"DAL7"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	32	2299065	2264129.75	2293036	2281253.75	2461336.25	2413782.5
6471	"SMT3_YEAST"	"SMT3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	30	3585328.75	3777889.25	3536083.75	4280169	4055081.5	3964625.75
6557	"SEC14_YEAST"	"SEC14"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	24	3746010	3485624	3480938	5383238	4277509.5	4221554.5
6658	"RLA1_YEAST"	"RPP1A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	23	14914790	15021886	14821067	18085478	17083346	18086430
6615	"VTC4_YEAST"	"VTC4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	15	3183875	3237103.75	3319974.5	4174907.5	3899830.75	3448242.25
6403	"MTC1_YEAST"	"MTC1"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	14	2383548	2284085.25	2388503	2846257.25	3014956.5	2974755.25
6230	"H2B1_YEAST"	"HTB1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	68	12379117	12516629	11808458	13162810	12766938	11783120
6587	"YHM2_YEAST"	"YHM2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	17	594836.25	503579.41	89123.96	1408043.62	1334441.25	1234137.62
6600	"YGP1_YEAST"	"YGP1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	13	3215273.75	2877359.5	3009464	3578793.75	3667617.75	3729103.5
6809	"CH10_YEAST"	"HSP10"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	48	8732070	8838071	8683462	10829161	9774541	9223052
6047	"RL26B_YEAST"	"RPL26B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	18	794464.81	717271.94	749362	984404.25	1167106.5	1207340.5
6375	"CYC1_YEAST"	"CYC1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	15	2092049.88	2207741.5	2107252.75	2999368.25	2506896.75	2578623.5
6762	"GSTA1_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	32	1857901.62	1986191.25	1601371.75	20071542	20599984	20884198
6417	"RL33B_YEAST"	"RPL33B"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	14	2041517.62	1830537	1872651.25	2079254.75	1645127.62	1912487
6006	"YL179_YEAST"	"YLR179C"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	12	2972966.5	2768410	2877045	3007887.75	2510256.75	2581866.5
6745	"PSB3_YEAST"	"PUP3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	11	1612792.5	1320649	1335153	1368366	1332360	1194800
6292	"TWF1_YEAST"	"TWF1"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	6	462243.12	559148.62	521590.41	730439.88	721383.69	751569.81
6675	"ODPA_YEAST"	"PDA1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	4	1310858	1283205.25	1195826.25	1458788.25	1389174	1555106.25
6301	"NOP56_YEAST"	"NOP56"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	17	2109633.25	2203430.5	2337830.75	1994169.25	1810794.25	2105983.25
6701	"ILV6_YEAST"	"ILV6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	4120624.25	4127858.25	4399568	5097794	4141898.25	4509311.5
6380	"YCU1_YEAST"	"YCR051W"	"By matching"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	1	224006.98	334159.91	273392.78	274432.25	276574.53	316643.38
6248	"ACS1_YEAST"	"ACS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	13	3473409	3333428.75	3320181.25	3729291.75	3646966.25	4342471
6532	"ATG8_YEAS7"	"ATG8"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	14	976389.94	1244359.62	1195556.38	1405395.5	1668661.75	1452196.12
6247	"RGI1_YEAS1"	"RGI1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	31	7585280	7707754.5	7519870.5	9181366	9875586	10109915
6575	"CY1_YEAST"	"CYT1"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	28	8685068	8716916	8537485	10084712	9829753	9500470
6612	"RS15_YEAST"	"RPS15"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	27	22196174	21955416	23285506	28735258	28745068	29908426
6102	"CRP1_YEAS1"	"CRP1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	18	1665818.38	1547133.12	1584405.62	1549177.25	1715893.5	1626673.38
6111	"PYRX_YEAST"	"URA10"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	2	658301.31	261985.45	794656.12	991013.69	1001336.5	913270.25
6588	"RS25A_YEAST"	"RPS25A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33	4007054.25	4008148.75	3741377.25	7351473	7468010.5	8215687
6486	"EIF3B_YEAS7"	"PRT1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	16	3434279.5	3190768.25	3236868.5	3674324.75	3463432.5	3699131.5
6853	"MMS2_YEAST"	"MMS2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	20	2373661.5	2103653.25	2040301.25	2508096.5	2413710	2233556.25
6778	"NIF3_YEAST"	"NIF3"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	33	505506.16	591641.12	669131.06	1036523.31	1120806.12	1171663.62
6283	"SCS2_YEAST"	"SCS2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	35	2422747.25	2354221.75	2434958	3237696.25	3139503.75	3070014.75
6330	"YRB1_YEAST"	"YRB1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	7	2188207.75	2095397.62	1817156.38	3400211	3341395.25	2947124.75
6298	"ARPC2_YEAST"	"ARC35"	"By MS/MS"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	19	1385328	1417252.5	1269541.88	1917289.12	1710682.5	1571546
6201	"AGM1_YEAST"	"PCM1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	46	4004054	3975933	3986877	5395985.5	5172488	5339684
6263	"GPD2_YEAST"	"GPD2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	7	486847.75	407323.84	553884.75	584075.75	469713.06	480377.38
6416	"RL33A_YEAST"	"RPL33A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	15	3878888.5	4444667	4579449	4815544	5261256.5	4574702.5
6286	"SEC13_YEAST"	"SEC13"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	34	2699521	2465013	2561326.75	3289505.25	2850101	3159198.75
6450	"ADH6_YEAST"	"ADH6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	27	2280954.75	2337802	2281524.75	3107216.5	2463925.25	2299905
6823	"UB2E1_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	23	1492144.38	1347202.5	1371274.38	10895330	10698565	10155384
6634	"RHO1_YEAST"	"RHO1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	13	3688057.25	4025528.5	3830446.75	4301032.5	4084764.75	4187715.5
6341	"PSA2_YEAST"	"PRE8"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By matching"	5	1249854.25	1664109	1438482.12	1223525	1350920.38	1330853.62
6187	"RS26A_YEAST"	"RPS26A"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	"By MS/MS"	16	18790800	19277196	17347730	19804744	19597768	18402822
6493	"PFD6_YEAST"	"YKE2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	8	809999.38	755204.69	863343.06	739364.25	652803.81	736958
6573	"RL38_YEAST"	"RPL38"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	43	10987633	11084131	10821679	13000889	12627670	12009479
6477	"CBPS_YEAST"	"CPS1"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	20	2804597.5	2937265.25	2883233.5	3706624.5	3684121	4002503.25
6319	"YM54_YEAST"	"YMR196W"	"By matching"	"By MS/MS"	"By matching"	"By matching"	"By matching"	"By matching"	2	522499.88	489925.44	512562.25	506264.75	672643.38	523772.59
6141	"UBC4_YEAST"	"UBC4"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	22	4437954	4674806.5	4631875.5	5299864.5	5590928.5	5005051.5
6597	"THIO_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	23	41723.54	47910.73	812968.62	9988932	7976906.5	8143491.5
6117	"CRP_HUMAN_UPS"	NA	"By matching"	"By matching"	"By matching"	"By MS/MS"	"By MS/MS"	"By MS/MS"	13	1347588.75	1117546.62	1272061.38	14610693	14652707	15433100
6515	"YKT6_YEAST"	"YKT6"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	28	1516582	1529330.38	1514791.88	1652379.62	1483666.12	1584210.88
6158	"ACON2_YEAST"	"ACO2"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By MS/MS"	"By matching"	"By MS/MS"	15	2224473.5	2478845	2297074.75	2676585.5	2649793.5	2740763.5
